Lemma,Soort,Standaard,Aangetroffen,URI
schaaf,voorwerp,schaafjes,schaefjens,https://data.goldenagents.org/boedellexicon/voorwerp/schaaf
schaaf,voorwerp,schaven,schaven,https://data.goldenagents.org/boedellexicon/voorwerp/schaaf
schaafbeitel,voorwerp,schaafbeitels,schaeffbeijtels,https://data.goldenagents.org/boedellexicon/voorwerp/schaafbeitel
schaal,voorwerp,schaal,schael,https://data.goldenagents.org/boedellexicon/voorwerp/schaal
schaal,voorwerp,schaaltje,schaaltje,https://data.goldenagents.org/boedellexicon/voorwerp/schaal
schaal,voorwerp,schaaltje,schaeltgen,https://data.goldenagents.org/boedellexicon/voorwerp/schaal
schaal,voorwerp,schaaltje,schaeltje,https://data.goldenagents.org/boedellexicon/voorwerp/schaal
schaal,voorwerp,schaaltjes,schaaltjes,https://data.goldenagents.org/boedellexicon/voorwerp/schaal
schaal,voorwerp,schaaltjes,schaeltiens,https://data.goldenagents.org/boedellexicon/voorwerp/schaal
schaal,voorwerp,schaaltjes,schaeltjes,https://data.goldenagents.org/boedellexicon/voorwerp/schaal
schaal,voorwerp,schalen,scalen,https://data.goldenagents.org/boedellexicon/voorwerp/schaal
schaal,voorwerp,schalen,schaelen,https://data.goldenagents.org/boedellexicon/voorwerp/schaal
schaal,voorwerp,schalen,schalen,https://data.goldenagents.org/boedellexicon/voorwerp/schaal
schaap,vee,schaap,schaep,https://data.goldenagents.org/boedellexicon/vee/schaap
schaap,vee,schaapje,schaepje,https://data.goldenagents.org/boedellexicon/vee/schaap
schaap,vee,schaapje,schaepje,https://data.goldenagents.org/boedellexicon/vee/schaap
schaap,vee,schaapjes,schaepjens,https://data.goldenagents.org/boedellexicon/vee/schaap
schaap,vee,schaapjes,schaepjens,https://data.goldenagents.org/boedellexicon/vee/schaap
schaap,vee,schapen,schaepen,https://data.goldenagents.org/boedellexicon/vee/schaap
schaar,voorwerp,schaar,schaar,https://data.goldenagents.org/boedellexicon/voorwerp/schaar
schaar,voorwerp,schaar,schaer,https://data.goldenagents.org/boedellexicon/voorwerp/schaar
schaar,voorwerp,schaartje,schaartie,https://data.goldenagents.org/boedellexicon/voorwerp/schaar
schaar,voorwerp,schaartje,schaertje,https://data.goldenagents.org/boedellexicon/voorwerp/schaar
schaar,voorwerp,scharen,scharen,https://data.goldenagents.org/boedellexicon/voorwerp/schaar
schaats,voorwerp,schaatsen,schaessen,https://data.goldenagents.org/boedellexicon/voorwerp/schaats
schabel,voorwerp,schabel,schabel,https://data.goldenagents.org/boedellexicon/voorwerp/schabel
schabel,voorwerp,schabelletje,schabelletie,https://data.goldenagents.org/boedellexicon/voorwerp/schabel
schabeltafel,voorwerp,schabeltafel,schabels taeffel,https://data.goldenagents.org/boedellexicon/voorwerp/schabeltafel
schabeltafel,voorwerp,schabeltafeltje,schabeltaefelken,https://data.goldenagents.org/boedellexicon/voorwerp/schabeltafel
schavotje,voorwerp,schavotje,schavotje,https://data.goldenagents.org/boedellexicon/voorwerp/schavotje
scheepjesschelling,munt,scheepjesschellingen,scheepjesschillingen,https://data.goldenagents.org/boedellexicon/munt/scheepjesschelling
scheepskist,voorwerp,scheepskist,,https://data.goldenagents.org/boedellexicon/voorwerp/scheepskist
scheepskist,voorwerp,scheepskisten,,https://data.goldenagents.org/boedellexicon/voorwerp/scheepskist
scheepsschilderij,voorwerp,scheepsschilderijtje,scheepschilderijtge,https://data.goldenagents.org/boedellexicon/voorwerp/scheepsschilderij
scheepsschilderij,voorwerp,scheepsschilderijtjes,scheepschilderijtjes,https://data.goldenagents.org/boedellexicon/voorwerp/scheepsschilderij
scheepstekening,voorwerp,scheepstekening,scheepsteeckening,https://data.goldenagents.org/boedellexicon/voorwerp/scheepstekening
scheepstekening,voorwerp,scheepstekeningen,scheepsteeckeningen,https://data.goldenagents.org/boedellexicon/voorwerp/scheepstekening
scheepstimmerman,beroep,scheepstimmerman,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/424
scheepvaart,voorstelling,scheepvaart,scheepsvaert,https://data.goldenagents.org/boedellexicon/voorstelling/scheepvaart
scheepvaart,voorstelling,scheepvaartjes,scheepvaertjes,https://data.goldenagents.org/boedellexicon/voorstelling/scheepvaart
scheerbekken,voorwerp,scheerbekken,scheerbecken,https://data.goldenagents.org/boedellexicon/voorwerp/scheerbekken
scheerdoek,voorwerp,scheerdoekje,scheerdoecken,https://data.goldenagents.org/boedellexicon/voorwerp/scheerdoek
scheerdoek,voorwerp,scheerdoekjes,scheerdoeckens,https://data.goldenagents.org/boedellexicon/voorwerp/scheerdoek
scheerstoel,voorwerp,scheerstoel,scheerstoel,https://data.goldenagents.org/boedellexicon/voorwerp/scheerstoel
scheerstoel,voorwerp,scheerstoelen,scheerstoelen,https://data.goldenagents.org/boedellexicon/voorwerp/scheerstoel
schel,voorwerp,schel,schel,https://data.goldenagents.org/boedellexicon/voorwerp/schel
schel,voorwerp,schel,schelle,https://data.goldenagents.org/boedellexicon/voorwerp/schel
schel,voorwerp,schelletje,schelletje,https://data.goldenagents.org/boedellexicon/voorwerp/schel
schelling,munt,schellingen,schellingen,https://data.goldenagents.org/boedellexicon/munt/schelling
schelling,munt,schellingen,schillingen,https://data.goldenagents.org/boedellexicon/munt/schelling
schelp,voorwerp,schelp,schelp,https://data.goldenagents.org/boedellexicon/voorwerp/schelp
schelp,voorwerp,schelp,schulp,https://data.goldenagents.org/boedellexicon/voorwerp/schelp
schelpachtig,stofnaam,schelpachtige,schalpachtige,https://data.goldenagents.org/boedellexicon/stofnaam/schelpachtig
schelpschaal,voorwerp,schelpschalen,schulpschaelen,https://data.goldenagents.org/boedellexicon/voorwerp/schelpschaal
schenkbord,voorwerp,schenkbord,schenkbord,https://data.goldenagents.org/boedellexicon/voorwerp/schenkbord
schenkbord,voorwerp,schenkborden,schenckborden,https://data.goldenagents.org/boedellexicon/voorwerp/schenkbord
schenkbord,voorwerp,schenkbordje,schenckbortje,https://data.goldenagents.org/boedellexicon/voorwerp/schenkbord
schenkkan,voorwerp,schenkkan,schenckkan,https://data.goldenagents.org/boedellexicon/voorwerp/schenkkan
schenkkan,voorwerp,schenkkannen,schenckkannen,https://data.goldenagents.org/boedellexicon/voorwerp/schenkkan
schenktafel,voorwerp,schenktafeltje,schencktaeffeltje,https://data.goldenagents.org/boedellexicon/voorwerp/schenktafel
schenktafel,voorwerp,schenktafeltjes,schenktafelties,https://data.goldenagents.org/boedellexicon/voorwerp/schenktafel
schepbekken,voorwerp,schepbekkentje,schepbeckentje,https://data.goldenagents.org/boedellexicon/voorwerp/schepbekken
schepen,beroep,schepen,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/207
schepenkennis,voorwerp,schepenkennis,schepenenkennisse,https://data.goldenagents.org/boedellexicon/voorwerp/schepenkennis
schepenkennis,voorwerp,schepenkennis,schepenkennis,https://data.goldenagents.org/boedellexicon/voorwerp/schepenkennis
schepenkennis,voorwerp,schepenkennissen,schepenkennissen,https://data.goldenagents.org/boedellexicon/voorwerp/schepenkennis
scherfbord,voorwerp,scherfbord,scharffbort,https://data.goldenagents.org/boedellexicon/voorwerp/scherfbord
scherfbord,voorwerp,scherfbord,scherffbort,https://data.goldenagents.org/boedellexicon/voorwerp/scherfbord
schild,voorwerp,schild,schild,https://data.goldenagents.org/boedellexicon/voorwerp/schild
schild,voorwerp,schilden,schilden,https://data.goldenagents.org/boedellexicon/voorwerp/schild
schilder,beroep,schilder,schilder,https://www.vondel.humanities.uva.nl/ecartico/occupations/209
schilder,beroep,schilder,,https://www.vondel.humanities.uva.nl/ecartico/occupations/209
schilderij,voorwerp,schilderij,schelderije,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderij,schildereij,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderij,schilderie,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderij,schilderij,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderij,schilderije,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderij,schildery,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderij,schilderye,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijen,schildereijen,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijen,schilderien,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijen,schilderijen,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijen,schilderyen,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijen,schilerijen,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderijken,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderijtge,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderijtgen,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderijtie,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderijtien,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderijtje,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderiken,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderitge,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderitje,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderyken,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderytge,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderytgen,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderytie,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtje,schilderytje,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schildereijkens,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schildereijtjes,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schilderijkens,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schilderijtgens,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schilderijtges,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schilderijties,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schilderijtjens,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schilderijtjes,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schilderijtjes,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schilderitges,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schilderytgens,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schilderytges,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderij,voorwerp,schilderijtjes,schilderytjes,https://data.goldenagents.org/boedellexicon/voorwerp/schilderij
schilderijbordje,voorwerp,schilderijbordje,schilderijbortien,https://data.goldenagents.org/boedellexicon/voorwerp/schilderijbordje
schilderijbordje,voorwerp,schilderijbordjes,schilderijbortiens,https://data.goldenagents.org/boedellexicon/voorwerp/schilderijbordje
schilderijkas,voorwerp,schilderijkassen,schilderijkassen,https://data.goldenagents.org/boedellexicon/voorwerp/schilderijkas
schildpad,stofnaam,schildpad,schilpad,https://data.goldenagents.org/boedellexicon/stofnaam/schildpad
schildpad,stofnaam,schildpadden,schillepade,https://data.goldenagents.org/boedellexicon/stofnaam/schildpad
schildpad,stofnaam,schildpadden,schilpadde,https://data.goldenagents.org/boedellexicon/stofnaam/schildpad
schildpad,stofnaam,schildpadden,schiltpads,https://data.goldenagents.org/boedellexicon/stofnaam/schildpad
schildpadden koffertje,voorwerp,schildpadden koffertje,schilpatskoffertje,https://data.goldenagents.org/boedellexicon/voorwerp/schildpadden_koffertje
schip,voorstelling,scheepjes,scheepgens,https://data.goldenagents.org/boedellexicon/voorstelling/schip
schip,voorstelling,scheepjes,scheepjes,https://data.goldenagents.org/boedellexicon/voorstelling/schip
schipbreuk,voorstelling,schipbreuk,schipbreuck,https://data.goldenagents.org/boedellexicon/voorstelling/schipbreuk
schipper,beroep,schipper,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/211
schoen,voorwerp,schoen,schoen,https://data.goldenagents.org/boedellexicon/voorwerp/schoen
schoen,voorwerp,schoenen,schoenen,https://data.goldenagents.org/boedellexicon/voorwerp/schoen
schoen,voorwerp,schoentjes,schoentjes,https://data.goldenagents.org/boedellexicon/voorwerp/schoen
schoengesp,voorwerp,schoengesp,schoengesp,https://data.goldenagents.org/boedellexicon/voorwerp/schoengesp
schoengesp,voorwerp,schoengespen,schoengespen,https://data.goldenagents.org/boedellexicon/voorwerp/schoengesp
schoenlapper,beroep,schoenlapper,schoelapper,https:/www.vondel.humanities.uva.nl/ecartico/occupations/406
schoenmaker,beroep,schoenmaker,schoenmaecker,https:/www.vondel.humanities.uva.nl/ecartico/occupations/322
schoenmaker,beroep,schoenmakers,schoenmaeckers,https:/www.vondel.humanities.uva.nl/ecartico/occupations/322
schoolmeester,beroep,schoolmeester,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/213
schoon,eigenschap,schone,,https://data.goldenagents.org/boedellexicon/eigenschap/schoon
schoon,eigenschap,schoon,,https://data.goldenagents.org/boedellexicon/eigenschap/schoon
schoonmaker,rest,schoonmaker,,
schoonneus,voorwerp,schoenneus,,https://data.goldenagents.org/boedellexicon/voorwerp/schoonneus
schoonneus,voorwerp,schoenneuzen,schoenneussen,https://data.goldenagents.org/boedellexicon/voorwerp/schoonneus
schoorsteen,vertrek,schoorsteen,schoorsteen,https://data.goldenagents.org/boedellexicon/vertrek/schoorsteen
schoorsteenkleed,voorwerp,schoorsteenkleden,schoorsteenkleden,https://data.goldenagents.org/boedellexicon/voorwerp/schoorsteenkleed
schoorsteenkleed,voorwerp,schoorsteenkleed,schoor steencleet,https://data.goldenagents.org/boedellexicon/voorwerp/schoorsteenkleed
schoorsteenkleed,voorwerp,schoorsteenkleed,schoorsteenkleet,https://data.goldenagents.org/boedellexicon/voorwerp/schoorsteenkleed
schoorsteenkleed,voorwerp,schoorsteenkleed,schorstiencleet,https://data.goldenagents.org/boedellexicon/voorwerp/schoorsteenkleed
schoorsteenkleed,voorwerp,schoorsteenkleedje,schoorsteencleetje,https://data.goldenagents.org/boedellexicon/voorwerp/schoorsteenkleed
schoorsteenval,voorwerp,schoorsteenval,schoorsteeval,https://data.goldenagents.org/boedellexicon/voorwerp/schoorsteenval
schoorsteenval,voorwerp,schoorsteenvalletje,schoorsteenvalletje,https://data.goldenagents.org/boedellexicon/voorwerp/schoorsteenval
schoorsteenveger,voorwerp,schoorsteenveger,schorsteenveger,https://data.goldenagents.org/boedellexicon/voorwerp/schoorsteenveger
schoorsteenveger,beroep,schoorsteenveger,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/1393
schop,voorwerp,schop,schop,https://data.goldenagents.org/boedellexicon/voorwerp/schop
schop,voorwerp,schopje,schopje,https://data.goldenagents.org/boedellexicon/voorwerp/schop
schort,voorwerp,schort,schort,https://data.goldenagents.org/boedellexicon/voorwerp/schort
schort,voorwerp,schort,schortt,https://data.goldenagents.org/boedellexicon/voorwerp/schort
schorteldoek,voorwerp,schorteldoek,schorteldoek,https://data.goldenagents.org/boedellexicon/voorwerp/schorteldoek
schorteldoek,voorwerp,schorteldoek,schurteldoeck,https://data.goldenagents.org/boedellexicon/voorwerp/schorteldoek
schorteldoek,voorwerp,schorteldoeken,schorteldoecken,https://data.goldenagents.org/boedellexicon/voorwerp/schorteldoek
schotel,voorwerp,schotel,,https://data.goldenagents.org/boedellexicon/voorwerp/schotel
schotel,voorwerp,schotels,schootels,https://data.goldenagents.org/boedellexicon/voorwerp/schotel
schotel,voorwerp,schotels,schotelen,https://data.goldenagents.org/boedellexicon/voorwerp/schotel
schotel,voorwerp,schotels,schotels,https://data.goldenagents.org/boedellexicon/voorwerp/schotel
schotel,voorwerp,schotels,schottels,https://data.goldenagents.org/boedellexicon/voorwerp/schotel
schotel,voorwerp,schotels,schuttelen,https://data.goldenagents.org/boedellexicon/voorwerp/schotel
schotel,voorwerp,schoteltje,scholteltie,https://data.goldenagents.org/boedellexicon/voorwerp/schotel
schotel,voorwerp,schoteltje,schottelien,https://data.goldenagents.org/boedellexicon/voorwerp/schotel
schotel,voorwerp,schoteltjes,schoteljes,https://data.goldenagents.org/boedellexicon/voorwerp/schotel
schotel,voorwerp,schoteltjes,schoteltjes,https://data.goldenagents.org/boedellexicon/voorwerp/schotel
schotel,voorwerp,schoteltjes,schotteljes,https://data.goldenagents.org/boedellexicon/voorwerp/schotel
schout,beroep,schout,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/214
schouwer,rest,schouwer,,
schouwmantel,vertrek,schouwmantel,schouwermantel,https://data.goldenagents.org/boedellexicon/vertrek/schouwmantel
schraag,voorwerp,schragen,schragen,https://data.goldenagents.org/boedellexicon/voorwerp/schraag
schraagtafel,voorwerp,schraagtafeltje,schraeghtaeffetlje,https://data.goldenagents.org/boedellexicon/voorwerp/schraagtafel
schraagtafel,voorwerp,schraagtafeltjes,schraeghtaeffetljes,https://data.goldenagents.org/boedellexicon/voorwerp/schraagtafel
schrijfalmanak,voorwerp,schrijfalmanak,schrijffalmanach,https://data.goldenagents.org/boedellexicon/voorwerp/schrijfalmanak
schrijfboekje,voorwerp,schrijfboekje,schrijffboeckjen,https://data.goldenagents.org/boedellexicon/voorwerp/schrijfboekje
schrijfboekje,voorwerp,schrijfboekjes,schrijffboeckjens,https://data.goldenagents.org/boedellexicon/voorwerp/schrijfboekje
schrijfkantoor,vertrek,schrijfkantoortje,schrijfcomptoirtje,https://data.goldenagents.org/boedellexicon/vertrek/schrijfkantoor
schrijver,rest,schrijver,,
schroef,voorwerp,schroef,,https://data.goldenagents.org/boedellexicon/voorwerp/schroef
schroef,voorwerp,schroeven,schroeven,https://data.goldenagents.org/boedellexicon/voorwerp/schroef
schuier,voorwerp,schuier,schuijer,https://data.goldenagents.org/boedellexicon/voorwerp/schuier
schuier,voorwerp,schuiertje,schuyertje,https://data.goldenagents.org/boedellexicon/voorwerp/schuier
schuimspaan,voorwerp,schuimspaan,schuijmspaen,https://data.goldenagents.org/boedellexicon/voorwerp/schuimspaan
schuimspaan,voorwerp,schuimspaan,schuimspaen,https://data.goldenagents.org/boedellexicon/voorwerp/schuimspaan
schuimspaan,voorwerp,schuimspaan,schuymspaen,https://data.goldenagents.org/boedellexicon/voorwerp/schuimspaan
schuimspaan,voorwerp,schuimspaan,schuyrspaen,https://data.goldenagents.org/boedellexicon/voorwerp/schuimspaan
schuimspaan,voorwerp,schuimspanen,schuijmspanen,https://data.goldenagents.org/boedellexicon/voorwerp/schuimspaan
schuintje,voorwerp,schuintjes,schuijntjens,https://data.goldenagents.org/boedellexicon/voorwerp/schuintje
schuitenvoerder,beroep,schuitenvoerder,schuijtevoerder,https://www.vondel.humanities.uva.nl/ecartico/occupations/534
schuitenvoerder,beroep,schuitenvoerder,schuytevoerder,https://www.vondel.humanities.uva.nl/ecartico/occupations/534
schuitenvoerder,beroep,vlotschuitvoerder,vlotschuijtevoerder,https://www.vondel.humanities.uva.nl/ecartico/occupations/534
schuldbrief,voorwerp,schuldbrief,schultbrieff,https://data.goldenagents.org/boedellexicon/voorwerp/schuldbrief
schut,voorwerp,schut,schutt,https://data.goldenagents.org/boedellexicon/voorwerp/schut
schut,voorwerp,schutje,schutje,https://data.goldenagents.org/boedellexicon/voorwerp/schut
schut,voorwerp,schutjes,schutjens,https://data.goldenagents.org/boedellexicon/voorwerp/schut
secoup,voorwerp,secoup,secoup,https://data.goldenagents.org/boedellexicon/voorwerp/secoup
secoup,voorwerp,secoupen,secoupen,https://data.goldenagents.org/boedellexicon/voorwerp/secoup
secoupschotel,voorwerp,secoupschotel,secoupschotel,https://data.goldenagents.org/boedellexicon/voorwerp/secoupschotel
secreetkoffertje,voorwerp,secreetkoffertje,secreetkoffertje,https://data.goldenagents.org/boedellexicon/voorwerp/secreetkoffertje
secretaris,beroep,secretaris,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/218
Seneca,eigennaam,Seneca,Seneca,https://data.goldenagents.org/boedellexicon/eigennaam/Seneca
serge,stofnaam,serge,serge,https://data.goldenagents.org/boedellexicon/stofnaam/serge
serge,stofnaam,serge,sarge,https://data.goldenagents.org/boedellexicon/stofnaam/serge
serge,stofnaam,serge,sargie,https://data.goldenagents.org/boedellexicon/stofnaam/serge
serge,stofnaam,serge,sergie,https://data.goldenagents.org/boedellexicon/stofnaam/serge
serge,stofnaam,serge,charge,https://data.goldenagents.org/boedellexicon/stofnaam/serge
serge de nimes,stofnaam,serge de nimes,serge de nime,https://data.goldenagents.org/boedellexicon/stofnaam/serge_de_nimes
serge de nimes,stofnaam,serge de nimes,sarge de nime,https://data.goldenagents.org/boedellexicon/stofnaam/serge_de_nimes
serge de nimes,stofnaam,serge de nimes,sargie de nime,https://data.goldenagents.org/boedellexicon/stofnaam/serge_de_nimes
serge de nimes,stofnaam,serge de nimes,sergie de nime,https://data.goldenagents.org/boedellexicon/stofnaam/serge_de_nimes
serge de nimes,stofnaam,serge de nimes,charge de nime,https://data.goldenagents.org/boedellexicon/stofnaam/serge_de_nimes
sergeant,beroep,sergeant,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/279
sermoenboek,voorwerp,sermoenboek,sermoonboeck,https://data.goldenagents.org/boedellexicon/voorwerp/sermoenboek
sermoenboek,voorwerp,sermoenboeken,sermoenboecken,https://data.goldenagents.org/boedellexicon/voorwerp/sermoenboek
servet,voorwerp,servet,sarvet,https://data.goldenagents.org/boedellexicon/voorwerp/servet
servet,voorwerp,servet,sarviett,https://data.goldenagents.org/boedellexicon/voorwerp/servet
servet,voorwerp,servetjes,sarvietjens,https://data.goldenagents.org/boedellexicon/voorwerp/servet
servet,voorwerp,servetten,sarvetten,https://data.goldenagents.org/boedellexicon/voorwerp/servet
servet,voorwerp,servetten,sarvietten,https://data.goldenagents.org/boedellexicon/voorwerp/servet
servet,voorwerp,servetten,servetten,https://data.goldenagents.org/boedellexicon/voorwerp/servet
servet,voorwerp,servetten,servietten,https://data.goldenagents.org/boedellexicon/voorwerp/servet
servetgoed,categorie,servetgoed,sarvetgoet,https://data.goldenagents.org/boedellexicon/categorie/servetgoed
servetgoed,categorie,servetgoed,servetgoet,https://data.goldenagents.org/boedellexicon/categorie/servetgoed
servetpers,voorwerp,servetpers,servietpars,https://data.goldenagents.org/boedellexicon/voorwerp/servetpers
servies,voorwerp,servies,servies,https://data.goldenagents.org/boedellexicon/voorwerp/servies
sinjoortje,voorstelling,sinjoortje,seinjoortie,https://data.goldenagents.org/boedellexicon/voorstelling/sinjoortje
sint,titel,sint,sint,https://data.goldenagents.org/boedellexicon/titel/sint
sint,titel,sint,sinte,https://data.goldenagents.org/boedellexicon/titel/sint
sint,titel,sint,st,https://data.goldenagents.org/boedellexicon/titel/sint
sits,stofnaam,sits,chits,https://data.goldenagents.org/boedellexicon/stofnaam/sits
sits,stofnaam,sitsen,citze,https://data.goldenagents.org/boedellexicon/stofnaam/sits
sits,stofnaam,sitsen,chitse,https://data.goldenagents.org/boedellexicon/stofnaam/sits
sits,stofnaam,sitsen,sitse,https://data.goldenagents.org/boedellexicon/stofnaam/sits
sjerp,voorwerp,sjerp,charp,https://data.goldenagents.org/boedellexicon/voorwerp/sjerp
sjerp,voorwerp,sjerpen,charpen,https://data.goldenagents.org/boedellexicon/voorwerp/sjerp
sjouwer,beroep,sjouwer,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/649
slaapbank,voorwerp,slaapbank,slaapbank,https://data.goldenagents.org/boedellexicon/voorwerp/slaapbank
slaapbank,voorwerp,slaapbank,slaepbanck,https://data.goldenagents.org/boedellexicon/voorwerp/slaapbank
slaaplaken,voorwerp,slaaplaken,,https://data.goldenagents.org/boedellexicon/voorwerp/slaaplaken
slaaplaken,voorwerp,slaaplakens,slaaplaackens,https://data.goldenagents.org/boedellexicon/voorwerp/slaaplaken
slaaplaken,voorwerp,slaaplakens,slaaplakens,https://data.goldenagents.org/boedellexicon/voorwerp/slaaplaken
slaaplaken,voorwerp,slaaplakens,slaeplaeckens,https://data.goldenagents.org/boedellexicon/voorwerp/slaaplaken
slaaplaken,voorwerp,slaaplakens,slaeplakens,https://data.goldenagents.org/boedellexicon/voorwerp/slaaplaken
slaapmuts,voorwerp,slaapmuts,slaepmuts,https://data.goldenagents.org/boedellexicon/voorwerp/slaapmuts
slaapmuts,voorwerp,slaapmutsen,slaapmutsen,https://data.goldenagents.org/boedellexicon/voorwerp/slaapmuts
slaapmuts,voorwerp,slaapmutsen,slaepmutsen,https://data.goldenagents.org/boedellexicon/voorwerp/slaapmuts
slachter,beroep,slachter,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/1023
slaemmer,voorwerp,slaemmer,salaetemmertje,https://data.goldenagents.org/boedellexicon/voorwerp/slaemmer
slager,beroep,slager,slaeger,https:/www.vondel.humanities.uva.nl/ecartico/occupations/388
slaghorloge,voorwerp,slaghorloge,slaghhoralogie,https://data.goldenagents.org/boedellexicon/voorwerp/slaghorloge
slamandje,voorwerp,slamandje,slaamantje,https://data.goldenagents.org/boedellexicon/voorwerp/slamandje
slangring,voorwerp,slangring,slangring,https://data.goldenagents.org/boedellexicon/voorwerp/slangring
sleper,beroep,sleper,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/652
sleutel,voorwerp,sleutel,,https://data.goldenagents.org/boedellexicon/voorwerp/sleutel
sleutel,voorwerp,sleuteltje,sleuteltje,https://data.goldenagents.org/boedellexicon/voorwerp/sleutel
sleutel,voorwerp,sleuteltjes,sleuteltjens,https://data.goldenagents.org/boedellexicon/voorwerp/sleutel
sleutelreeks,voorwerp,sleutelreeks,sleutelreex,https://data.goldenagents.org/boedellexicon/voorwerp/sleutelreeks
sleutelreeks,voorwerp,sleutelreeks,sleutel reex,https://data.goldenagents.org/boedellexicon/voorwerp/sleutelreeks
slijpsteen,voorwerp,slijpsteen,slijpsteen,https://data.goldenagents.org/boedellexicon/voorwerp/slijpsteen
slijpsteen,voorwerp,slijpsteentjes,slijpsteentjes,https://data.goldenagents.org/boedellexicon/voorwerp/slijpsteen
sloop,voorwerp,sloop,sloop,https://data.goldenagents.org/boedellexicon/voorwerp/sloop
sloop,voorwerp,sloopjes,sloopjens,https://data.goldenagents.org/boedellexicon/voorwerp/sloop
sloop,voorwerp,slopen,sloopen,https://data.goldenagents.org/boedellexicon/voorwerp/sloop
sloop,voorwerp,slopen,slopen,https://data.goldenagents.org/boedellexicon/voorwerp/sloop
slot,voorwerp,slot,slot,https://data.goldenagents.org/boedellexicon/voorwerp/slot
slot,voorwerp,sloten,sloten,https://data.goldenagents.org/boedellexicon/voorwerp/slot
