Lemma,Soort,Standaard,Aangetroffen,URI
bord,voorwerp,bord,bort,https://data.goldenagents.org/boedellexicon/voorwerp/bord
bord,voorwerp,borden,borden,https://data.goldenagents.org/boedellexicon/voorwerp/bord
bord,voorwerp,borden,borten,https://data.goldenagents.org/boedellexicon/voorwerp/bord
bord,voorwerp,bordje,,https://data.goldenagents.org/boedellexicon/voorwerp/bord
bord,voorwerp,bordjes,,https://data.goldenagents.org/boedellexicon/voorwerp/bord
bordeeltje,voorstelling,bordeeltje,bordeeltgen,https://data.goldenagents.org/boedellexicon/voorstelling/bordeeltje
bordeeltje,voorstelling,bordeeltje,bordeeltje,https://data.goldenagents.org/boedellexicon/voorstelling/bordeeltje
bordeeltje,voorstelling,bordeeltje,bordeltgen,https://data.goldenagents.org/boedellexicon/voorstelling/bordeeltje
bordje,voorwerp,bordje,bardeken,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordje,bordeken,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordje,bordtje,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordje,borretge,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordje,bortge,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordje,bortgen,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordje,bortien,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordje,bortje,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordje,bortjen,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,bordekens,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,bordtjens,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,boretges,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,borretgens,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,borretiens,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,borritges,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,bortgens,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,bortges,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,bortichis,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,bortiens,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,borties,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,bortjens,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
bordje,voorwerp,bordjes,bortjes,https://data.goldenagents.org/boedellexicon/voorwerp/bordje
borduurwerk,categorie,borduurwerk,borduerwerck,https://data.goldenagents.org/boedellexicon/categorie/borduurwerk
borduurwerker,beroep,borduurwerker,borduerwercker,https:/www.vondel.humanities.uva.nl/ecartico/occupations/356
borst,voorwerp,borst,borst,https://data.goldenagents.org/boedellexicon/voorwerp/borst
borst,voorwerp,borsten,borsten,https://data.goldenagents.org/boedellexicon/voorwerp/borst
borst,voorwerp,borstje,borstje,https://data.goldenagents.org/boedellexicon/voorwerp/borst
borst,voorwerp,borstjes,borstjes,https://data.goldenagents.org/boedellexicon/voorwerp/borst
borstel,voorwerp,borstel,borstel,https://data.goldenagents.org/boedellexicon/voorwerp/borstel
borstel,voorwerp,borstels,borstels,https://data.goldenagents.org/boedellexicon/voorwerp/borstel
borstel,voorwerp,borsteltje,borsteltgen,https://data.goldenagents.org/boedellexicon/voorwerp/borstel
borstel,voorwerp,borsteltjes,borsteltjens,https://data.goldenagents.org/boedellexicon/voorwerp/borstel
borstfles,voorwerp,borstflesje,borstflesje,https://data.goldenagents.org/boedellexicon/voorwerp/borstfles
borstfles,voorwerp,borstflesjes,borstflesjes,https://data.goldenagents.org/boedellexicon/voorwerp/borstfles
borsthemd,voorwerp,borsthemd,,https://data.goldenagents.org/boedellexicon/voorwerp/borsthemd
borsthemd,voorwerp,borsthemden,,https://data.goldenagents.org/boedellexicon/voorwerp/borsthemd
borsthemd,voorwerp,borsthemdje,,https://data.goldenagents.org/boedellexicon/voorwerp/borsthemd
borsthemd,voorwerp,borsthemdjes,borsthembtjens,https://data.goldenagents.org/boedellexicon/voorwerp/borsthemd
borstrok,voorwerp,borstrok,borstrock,https://data.goldenagents.org/boedellexicon/voorwerp/borstrok
borstrok,voorwerp,borstrokje,,https://data.goldenagents.org/boedellexicon/voorwerp/borstrok
borstrok,voorwerp,borstrokjes,borstrockjens,https://data.goldenagents.org/boedellexicon/voorwerp/borstrok
borstrok,voorwerp,borstrokjes,borstrockjes,https://data.goldenagents.org/boedellexicon/voorwerp/borstrok
borstrok,voorwerp,borstrokken,borstrocken,https://data.goldenagents.org/boedellexicon/voorwerp/borstrok
borstrok,voorwerp,borstrokken,borstroken,https://data.goldenagents.org/boedellexicon/voorwerp/borstrok
borstrok,voorwerp,borstrokken,borstrokken,https://data.goldenagents.org/boedellexicon/voorwerp/borstrok
borstrok,voorwerp,borstrokken,borts trokken,https://data.goldenagents.org/boedellexicon/voorwerp/borstrok
bosje,eenheid,bosje,,https://data.goldenagents.org/boedellexicon/eenheid/bosje
bosje,eenheid,bosjes,bosgens,https://data.goldenagents.org/boedellexicon/eenheid/bosje
bosje,eenheid,bosjes,bosjens,https://data.goldenagents.org/boedellexicon/eenheid/bosje
bossage,voorstelling,bossage,bosschaetje,https://data.goldenagents.org/boedellexicon/voorstelling/bossage
bossageschilderij,voorwerp,bossageschilderij,bosschagieschilderij,https://data.goldenagents.org/boedellexicon/voorwerp/bossageschilderij
bot,eigenschap,bot,bot,https://data.goldenagents.org/boedellexicon/eigenschap/bot
boterpot,voorwerp,boterpot,boterpot,https://data.goldenagents.org/boedellexicon/voorwerp/boterpot
boterpot,voorwerp,boterpot,botterpot,https://data.goldenagents.org/boedellexicon/voorwerp/boterpot
boterpot,voorwerp,boterpotje,boterpotje,https://data.goldenagents.org/boedellexicon/voorwerp/boterpot
boterpot,voorwerp,boterpotjes,boterpotjens,https://data.goldenagents.org/boedellexicon/voorwerp/boterpot
boterpot,voorwerp,boterpotten,,https://data.goldenagents.org/boedellexicon/voorwerp/boterpot
boterschaal,voorwerp,boterschaal,boterschael,https://data.goldenagents.org/boedellexicon/voorwerp/boterschaal
boterschaal,voorwerp,boterschaaltje,,https://data.goldenagents.org/boedellexicon/voorwerp/boterschaal
boterschaal,voorwerp,boterschaaltjes,,https://data.goldenagents.org/boedellexicon/voorwerp/boterschaal
boterschaal,voorwerp,boterschalen,,https://data.goldenagents.org/boedellexicon/voorwerp/boterschaal
boterschotel,voorwerp,boterschotel,boeterschotel,https://data.goldenagents.org/boedellexicon/voorwerp/boterschotel
boterschotel,voorwerp,boterschotel,boterschotel,https://data.goldenagents.org/boedellexicon/voorwerp/boterschotel
boterschotel,voorwerp,boterschotels,boterschotelen,https://data.goldenagents.org/boedellexicon/voorwerp/boterschotel
boterschotel,voorwerp,boterschotels,boterschotels,https://data.goldenagents.org/boedellexicon/voorwerp/boterschotel
boterschotel,voorwerp,boterschoteltje,,https://data.goldenagents.org/boedellexicon/voorwerp/boterschotel
boterschotel,voorwerp,boterschoteltjes,boterscholtjes,https://data.goldenagents.org/boedellexicon/voorwerp/boterschotel
boterschotel,voorwerp,boterschoteltjes,boterschotelgens,https://data.goldenagents.org/boedellexicon/voorwerp/boterschotel
boterschotel,voorwerp,boterschoteltjes,boterschoteltjens,https://data.goldenagents.org/boedellexicon/voorwerp/boterschotel
bout,voorwerp,bout,boutt,https://data.goldenagents.org/boedellexicon/voorwerp/bout
bouteille,voorwerp,bouteille,,https://data.goldenagents.org/boedellexicon/voorwerp/bouteille
bouteille,voorwerp,bouteilles,boeteljens,https://data.goldenagents.org/boedellexicon/voorwerp/bouteille
bouteille,voorwerp,bouteilles,boeteljes,https://data.goldenagents.org/boedellexicon/voorwerp/bouteille
bouteille,voorwerp,bouteilles,bouteljes,https://data.goldenagents.org/boedellexicon/voorwerp/bouteille
bouten,voorwerp,bouten,bouten,https://data.goldenagents.org/boedellexicon/voorwerp/bouten
bouwen,voorwerp,bouwen,bouwen,https://data.goldenagents.org/boedellexicon/voorwerp/bouwen
bouwen,voorwerp,bouwens,,https://data.goldenagents.org/boedellexicon/voorwerp/bouwen
bovenmuts,voorwerp,bovenmuts,,https://data.goldenagents.org/boedellexicon/voorwerp/bovenmuts
bovenmuts,voorwerp,bovenmutsen,,https://data.goldenagents.org/boedellexicon/voorwerp/bovenmuts
bovenmuts,voorwerp,bovenmutsje,bovenmutsje,https://data.goldenagents.org/boedellexicon/voorwerp/bovenmuts
bovenmuts,voorwerp,bovenmutsjes,,https://data.goldenagents.org/boedellexicon/voorwerp/bovenmuts
braadlepel,voorwerp,braadlepel,braedlepel,https://data.goldenagents.org/boedellexicon/voorwerp/braadlepel
braadlepel,voorwerp,braadlepels,,https://data.goldenagents.org/boedellexicon/voorwerp/braadlepel
braadpan,voorwerp,braadpan,braatpan,https://data.goldenagents.org/boedellexicon/voorwerp/braadpan
braadpan,voorwerp,braadpan,braedtpan,https://data.goldenagents.org/boedellexicon/voorwerp/braadpan
braadpan,voorwerp,braadpan,braetpan,https://data.goldenagents.org/boedellexicon/voorwerp/braadpan
braadpan,voorwerp,braadpan,braetpanne,https://data.goldenagents.org/boedellexicon/voorwerp/braadpan
braadpan,voorwerp,braadpannen,braetpannen,https://data.goldenagents.org/boedellexicon/voorwerp/braadpan
braadpan,voorwerp,braadpannetje,braetpannetje,https://data.goldenagents.org/boedellexicon/voorwerp/braadpan
braadpan,voorwerp,braadpannetjes,,https://data.goldenagents.org/boedellexicon/voorwerp/braadpan
braadspit,voorwerp,braadspit,braetspit,https://data.goldenagents.org/boedellexicon/voorwerp/braadspit
braadspit,voorwerp,braadspitje,,https://data.goldenagents.org/boedellexicon/voorwerp/braadspit
braadspit,voorwerp,braadspitjes,,https://data.goldenagents.org/boedellexicon/voorwerp/braadspit
braadspit,voorwerp,braadspitten,braetspetten,https://data.goldenagents.org/boedellexicon/voorwerp/braadspit
braadwerk,voorwerp,braadwerk,braedwerck,https://data.goldenagents.org/boedellexicon/voorwerp/braadwerk
Brabants,eigenschap,Brabants,Brabants,https://data.goldenagents.org/boedellexicon/eigenschap/Brabants
Brabants,eigenschap,Brabantse,Brabandze,https://data.goldenagents.org/boedellexicon/eigenschap/Brabants
Brabants,eigenschap,Brabantse,Brabantse,https://data.goldenagents.org/boedellexicon/eigenschap/Brabants
bracelet,voorwerp,bracelet,braselett,https://data.goldenagents.org/boedellexicon/voorwerp/bracelet
bracelet,voorwerp,braceletten,brasaletten,https://data.goldenagents.org/boedellexicon/voorwerp/bracelet
bracelet,voorwerp,braceletten,brasetten,https://data.goldenagents.org/boedellexicon/voorwerp/bracelet
bragoen,voorwerp,bragoen,,https://data.goldenagents.org/boedellexicon/voorwerp/bragoen
bragoen,voorwerp,bragoenen,bragoenen,https://data.goldenagents.org/boedellexicon/voorwerp/bragoen
brand,voorstelling,brand,brant,https://data.goldenagents.org/boedellexicon/voorstelling/brand
brandemmer,voorwerp,brandemmer,,https://data.goldenagents.org/boedellexicon/voorwerp/brandemmer
brandemmer,voorwerp,brandemmers,brandtemmers,https://data.goldenagents.org/boedellexicon/voorwerp/brandemmer
brander,voorwerp,brander,,https://data.goldenagents.org/boedellexicon/voorwerp/brander
brander,voorwerp,branders,branders,https://data.goldenagents.org/boedellexicon/voorwerp/brander
brander,rest,brander,,
brandhout,voorwerp,brandhout,brandthout,https://data.goldenagents.org/boedellexicon/voorwerp/brandhout
brandijzer,voorwerp,brandijzer,brandijser,https://data.goldenagents.org/boedellexicon/voorwerp/brandijzer
brandijzer,voorwerp,brandijzer,brantijser,https://data.goldenagents.org/boedellexicon/voorwerp/brandijzer
brandijzer,voorwerp,brandijzers,brandijsers,https://data.goldenagents.org/boedellexicon/voorwerp/brandijzer
brandje,voorstelling,brandje,brantje,https://data.goldenagents.org/boedellexicon/voorstelling/brandje
brandje,voorstelling,brandjes,brantjes,https://data.goldenagents.org/boedellexicon/voorstelling/brandje
brandschilderij,voorwerp,brandschilderij,,https://data.goldenagents.org/boedellexicon/voorwerp/brandschilderij
brandschilderij,voorwerp,brandschilderijtje,brantschilderijtje,https://data.goldenagents.org/boedellexicon/voorwerp/brandschilderij
brandzak,voorwerp,brandzak,,https://data.goldenagents.org/boedellexicon/voorwerp/brandzak
brandzak,voorwerp,brandzakken,brandtsacken,https://data.goldenagents.org/boedellexicon/voorwerp/brandzak
brandzak,voorwerp,brandzakken,brantsacken,https://data.goldenagents.org/boedellexicon/voorwerp/brandzak
brandzak,voorwerp,brandzakken,brantsakken,https://data.goldenagents.org/boedellexicon/voorwerp/brandzak
breed,eigenschap,brede,breede,https://data.goldenagents.org/boedellexicon/eigenschap/breed
breed,eigenschap,breed,breedt,https://data.goldenagents.org/boedellexicon/eigenschap/breed
breeuwijzer,voorwerp,breeuwijzer,,https://data.goldenagents.org/boedellexicon/voorwerp/breeuwijzer
breeuwijzer,voorwerp,breeuwijzers,braemijsers,https://data.goldenagents.org/boedellexicon/voorwerp/breeuwijzer
bril,voorwerp,bril,,https://data.goldenagents.org/boedellexicon/voorwerp/bril
bril,voorwerp,brillen,brillen,https://data.goldenagents.org/boedellexicon/voorwerp/bril
broederpan,voorwerp,broederpan,broeder pan,https://data.goldenagents.org/boedellexicon/voorwerp/broederpan
broederpan,voorwerp,broedertjespan,,https://data.goldenagents.org/boedellexicon/voorwerp/broederpan
broeivat,voorwerp,broeivat,broeijvat,https://data.goldenagents.org/boedellexicon/voorwerp/broeivat
broeivat,voorwerp,broeivaten,broeijvaten,https://data.goldenagents.org/boedellexicon/voorwerp/broeivat
broek,voorwerp,broek,broek,https://data.goldenagents.org/boedellexicon/voorwerp/broek
broek,voorwerp,broeken,broeken,https://data.goldenagents.org/boedellexicon/voorwerp/broek
broekknoop,voorwerp,broekknoop,,https://data.goldenagents.org/boedellexicon/voorwerp/broekknoop
broekknoop,voorwerp,broekknopen,broeckknoopen,https://data.goldenagents.org/boedellexicon/voorwerp/broekknoop
brood,voorwerp,brood,brood,https://data.goldenagents.org/boedellexicon/voorwerp/brood
brood,voorwerp,brood,broot,https://data.goldenagents.org/boedellexicon/voorwerp/brood
broodbak,voorwerp,broodbak,,https://data.goldenagents.org/boedellexicon/voorwerp/broodbak
broodbak,voorwerp,broodbakken,brootbacken,https://data.goldenagents.org/boedellexicon/voorwerp/broodbak
broodbakker,beroep,broodbakker,brootbacker,https:/www.vondel.humanities.uva.nl/ecartico/occupations/891
broodmand,voorwerp,broodmand,,https://data.goldenagents.org/boedellexicon/voorwerp/broodmand
broodmand,voorwerp,broodmandje,broodemantgen,https://data.goldenagents.org/boedellexicon/voorwerp/broodmand
broodmand,voorwerp,broodmandje,broodtmantie,https://data.goldenagents.org/boedellexicon/voorwerp/broodmand
brouwer,beroep,brouwer,brouwer,https://www.vondel.humanities.uva.nl/ecartico/occupations/37
bruin,eigenschap,bruin,bruijn,https://data.goldenagents.org/boedellexicon/eigenschap/bruin
bruin,eigenschap,bruine,bruijne,https://data.goldenagents.org/boedellexicon/eigenschap/bruin
buffet,voorwerp,buffet,buffet,https://data.goldenagents.org/boedellexicon/voorwerp/buffet
buikkussen,voorwerp,buikkussen,,https://data.goldenagents.org/boedellexicon/voorwerp/buikkussen
buikkussen,voorwerp,buikkussens,buickkussens,https://data.goldenagents.org/boedellexicon/voorwerp/buikkussen
bundel,eenheid,bundel,,https://data.goldenagents.org/boedellexicon/eenheid/bundel
bundel,eenheid,bundels,bundels,https://data.goldenagents.org/boedellexicon/eenheid/bundel
bundel,eenheid,bundeltje,bondeltje,https://data.goldenagents.org/boedellexicon/eenheid/bundel
bundel,eenheid,bundeltjes,bondeltjens,https://data.goldenagents.org/boedellexicon/eenheid/bundel
bundel,eenheid,bundeltjes,bundeltjens,https://data.goldenagents.org/boedellexicon/eenheid/bundel
bureau,voorwerp,bureau,bureau,https://data.goldenagents.org/boedellexicon/voorwerp/bureau
burgemeester,beroep,burgemeester,burgermeester,https://www.vondel.humanities.uva.nl/ecartico/occupations/38
bus,voorwerp,bus,,https://data.goldenagents.org/boedellexicon/voorwerp/bus
bus,voorwerp,busje,,https://data.goldenagents.org/boedellexicon/voorwerp/bus
bus,voorwerp,busjes,bussjens,https://data.goldenagents.org/boedellexicon/voorwerp/bus
bus,voorwerp,bussen,,https://data.goldenagents.org/boedellexicon/voorwerp/bus
buskruitmaat,voorwerp,buskruitmaat,,https://data.goldenagents.org/boedellexicon/voorwerp/buskruitmaat
buskruitmaat,voorwerp,buskruitmaten,boschkruijtmaeten,https://data.goldenagents.org/boedellexicon/voorwerp/buskruitmaat
Cadmus,eigennaam,Cadmus,Cadmus,https://data.goldenagents.org/boedellexicon/eigennaam/Cadmus
caffawerker,beroep,caffawerker,caffawercker,https://www.vondel.humanities.uva.nl/ecartico/occupations/319
canvas,stofnaam,canvas,canifas,https://data.goldenagents.org/boedellexicon/stofnaam/canvas
carolien,munt,carolien,karolijn,https://data.goldenagents.org/boedellexicon/munt/carolien
carolien,munt,carolienen,carolijnen,https://data.goldenagents.org/boedellexicon/munt/carolien
carolus,munt,carolus,,https://data.goldenagents.org/boedellexicon/munt/carolus
carolus,munt,carolussen,carolussen,https://data.goldenagents.org/boedellexicon/munt/carolus
cassette,voorwerp,cassette,casjet,https://data.goldenagents.org/boedellexicon/voorwerp/cassette
catechismus,titelwoord,catechismus,catechismus,https://data.goldenagents.org/boedellexicon/titelwoord/catechismus
Ceasar,eigennaam,Ceasar,Cesar,https://data.goldenagents.org/boedellexicon/eigennaam/Ceasar
ceintuur,voorwerp,ceintuur,cintuur,https://data.goldenagents.org/boedellexicon/voorwerp/ceintuur
ceintuurgesp,voorwerp,ceintuurgesp,cintuurgesp,https://data.goldenagents.org/boedellexicon/voorwerp/ceintuurgesp
Ceres,eigennaam,Ceres,Cheres,https://data.goldenagents.org/boedellexicon/eigennaam/Ceres
chauffoir,voorwerp,chauffoir,chaufoir,https://data.goldenagents.org/boedellexicon/voorwerp/chauffoir
chineesje,voorwerp,chineesje,,https://data.goldenagents.org/boedellexicon/voorwerp/chineesje
chineesje,voorwerp,chineesjes,cineestjes,https://data.goldenagents.org/boedellexicon/voorwerp/chineesje
Chinese,eigenschap,Chinese,Sineese,https://data.goldenagents.org/boedellexicon/eigenschap/Chinese
chirurgijn,beroep,chirurgijn,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/41
chocoladegoed,voorwerp,chocoladegoed,chocolaatgoed,https://data.goldenagents.org/boedellexicon/voorwerp/chocoladegoed
chocoladekopje,voorwerp,chocoladekopje,,https://data.goldenagents.org/boedellexicon/voorwerp/chocoladekopje
chocoladekopje,voorwerp,chocoladekopjes,schokolaetkopjes,https://data.goldenagents.org/boedellexicon/voorwerp/chocoladekopje
Christus,eigennaam,Christus,Christus,https://data.goldenagents.org/boedellexicon/eigennaam/Christus
Christustronie,voorwerp,Christustronie,Christustroni,https://data.goldenagents.org/boedellexicon/voorwerp/Christustronie
Christustronie,voorwerp,Christustronie,Christustronie,https://data.goldenagents.org/boedellexicon/voorwerp/Christustronie
Cicero,voorwerp,Cicero,Cicero,https://data.goldenagents.org/boedellexicon/voorwerp/Cicero
clavecimbel,voorwerp,clavecimbel,clave cimbel,https://data.goldenagents.org/boedellexicon/voorwerp/clavecimbel
clavecimbel,voorwerp,clavecimbel,clavecimbel,https://data.goldenagents.org/boedellexicon/voorwerp/clavecimbel
clavecimbel,voorwerp,clavecimbel,clavesimbael,https://data.goldenagents.org/boedellexicon/voorwerp/clavecimbel
clavecimbel,voorwerp,clavecimbel,clavesimbel,https://data.goldenagents.org/boedellexicon/voorwerp/clavecimbel
collecteur,beroep,collecteur,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/603
colloquia,titelwoord,colloquia,colloquia,https://data.goldenagents.org/boedellexicon/titelwoord/colloquia
commissaris,beroep,commissaris,,https://www.vondel.humanities.uva.nl/ecartico/occupations/848
concordantie,titelwoord,concordantie,concordantie,https://data.goldenagents.org/boedellexicon/titelwoord/concordantie
coralijn,stofnaam,coralijn,,https://data.goldenagents.org/boedellexicon/stofnaam/coralijn
coralijn,stofnaam,coralijne,corlijne,https://data.goldenagents.org/boedellexicon/stofnaam/coralijn
corrigeerbank,voorwerp,corrigeerbank,corrigeerbanck,https://data.goldenagents.org/boedellexicon/voorwerp/corrigeerbank
corrigeertafel,voorwerp,corrigeertafel,corrigeertaeffel,https://data.goldenagents.org/boedellexicon/voorwerp/corrigeertafel
corset,voorwerp,corset,corchet,https://data.goldenagents.org/boedellexicon/voorwerp/corset
corset,voorwerp,corset,corsjet,https://data.goldenagents.org/boedellexicon/voorwerp/corset
corsethaak,voorwerp,corsethaak,corchethaak,https://data.goldenagents.org/boedellexicon/voorwerp/corsethaak
corsethaak,voorwerp,corsethaken,corsjethaaken,https://data.goldenagents.org/boedellexicon/voorwerp/corsethaak
coulant,voorwerp,coulant,coulang,https://data.goldenagents.org/boedellexicon/voorwerp/coulant
crucifix,voorwerp,crucifix,crucifix,https://data.goldenagents.org/boedellexicon/voorwerp/crucifix
crucifix,voorwerp,crucifix,cruijcifix,https://data.goldenagents.org/boedellexicon/voorwerp/crucifix
crucifix,voorwerp,crucifix,cruijseficx,https://data.goldenagents.org/boedellexicon/voorwerp/crucifix
crucifix,voorwerp,crucifix,cruycefix,https://data.goldenagents.org/boedellexicon/voorwerp/crucifix
crucifix,voorwerp,crucifix,cruyseficks,https://data.goldenagents.org/boedellexicon/voorwerp/crucifix
crucifix,voorwerp,crucifix,cruyseficx,https://data.goldenagents.org/boedellexicon/voorwerp/crucifix
crucifix,voorwerp,crucifix,cruysefix,https://data.goldenagents.org/boedellexicon/voorwerp/crucifix
crucifix,voorwerp,crucifix,kruijsjefix,https://data.goldenagents.org/boedellexicon/voorwerp/crucifix
crucifix,voorwerp,crucifix,kruysefix,https://data.goldenagents.org/boedellexicon/voorwerp/crucifix
crucifix,voorwerp,crucifix,kruysseficx,https://data.goldenagents.org/boedellexicon/voorwerp/crucifix
crusaat,munt,crusaat,krusaet,https://data.goldenagents.org/boedellexicon/munt/crusaat
crusaat,munt,crusaten,cruijsaden,https://data.goldenagents.org/boedellexicon/munt/crusaat
Cupido,eigennaam,Cupido,Cupido,https://data.goldenagents.org/boedellexicon/eigennaam/Cupido
Cupido,eigennaam,Cupidootje,Cupidootje,https://data.goldenagents.org/boedellexicon/eigennaam/Cupido
cursief,voorwerp,cursief,corssijff,https://data.goldenagents.org/boedellexicon/voorwerp/cursief
cursief,voorwerp,cursief,corrosijt,https://data.goldenagents.org/boedellexicon/voorwerp/cursief
cursief,voorwerp,cursief,corrosijf,https://data.goldenagents.org/boedellexicon/voorwerp/cursief
daalder,munt,daalder,daelder,https://data.goldenagents.org/boedellexicon/munt/daalder
daalder,munt,daalders,daelders,https://data.goldenagents.org/boedellexicon/munt/daalder
Daiphilo,eigennaam,Daiphilo,Daiphilo,https://data.goldenagents.org/boedellexicon/eigennaam/Daiphilo
damast,stofnaam,damast,damast,https://data.goldenagents.org/boedellexicon/stofnaam/damast
damast,stofnaam,damasten,damaste,https://data.goldenagents.org/boedellexicon/stofnaam/damast
Damiate,eigennaam,Damiate,Damiaat,https://data.goldenagents.org/boedellexicon/eigennaam/Damiate
Danae,eigennaam,Danae,Danae,https://data.goldenagents.org/boedellexicon/eigennaam/Danae
das,voorwerp,das,das,https://data.goldenagents.org/boedellexicon/voorwerp/das
das,voorwerp,dasje,dasjen,https://data.goldenagents.org/boedellexicon/voorwerp/das
das,voorwerp,dasjes,dasjens,https://data.goldenagents.org/boedellexicon/voorwerp/das
das,voorwerp,dasjes,dassjes,https://data.goldenagents.org/boedellexicon/voorwerp/das
das,voorwerp,dassen,dassen,https://data.goldenagents.org/boedellexicon/voorwerp/das
David,eigennaam,David,David,https://data.goldenagents.org/boedellexicon/eigennaam/David
David,eigennaam,David,Davidt,https://data.goldenagents.org/boedellexicon/eigennaam/David
de Ark van Noach,voorstelling,de Ark van Noach,d'arke noij,https://data.goldenagents.org/boedellexicon/voorstelling/de_Ark_van_Noach
de Engelse groet,voorstelling,de Engelse groet,d'engelsche groet,https://data.goldenagents.org/boedellexicon/voorstelling/de_Engelse_groet
decreetbrief,voorwerp,decreetbrief,decreetbrieff,https://data.goldenagents.org/boedellexicon/voorwerp/decreetbrief
degen,voorwerp,degen,deegen,https://data.goldenagents.org/boedellexicon/voorwerp/degen
degen,voorwerp,degen,deghen,https://data.goldenagents.org/boedellexicon/voorwerp/degen
degen,voorwerp,degens,deegens,https://data.goldenagents.org/boedellexicon/voorwerp/degen
degen,voorwerp,degens,degens,https://data.goldenagents.org/boedellexicon/voorwerp/degen
dekbed,voorwerp,dekbed,dekbed,https://data.goldenagents.org/boedellexicon/voorwerp/dekbed
deken,voorwerp,deken,decken,https://data.goldenagents.org/boedellexicon/voorwerp/deken
deken,voorwerp,deken,deecken,https://data.goldenagents.org/boedellexicon/voorwerp/deken
deken,voorwerp,deken,deeken,https://data.goldenagents.org/boedellexicon/voorwerp/deken
deken,voorwerp,deken,deken,https://data.goldenagents.org/boedellexicon/voorwerp/deken
deken,voorwerp,dekens,deeckens,https://data.goldenagents.org/boedellexicon/voorwerp/deken
deken,voorwerp,dekentje,dekentie,https://data.goldenagents.org/boedellexicon/voorwerp/deken
deksel,voorwerp,deksel,decxel,https://data.goldenagents.org/boedellexicon/voorwerp/deksel
deksel,voorwerp,deksels,deksels,https://data.goldenagents.org/boedellexicon/voorwerp/deksel
deksel,voorwerp,dekseltje,deckseltie,https://data.goldenagents.org/boedellexicon/voorwerp/deksel
deksel,voorwerp,dekseltje,deckseltjen,https://data.goldenagents.org/boedellexicon/voorwerp/deksel
deksel,voorwerp,dekseltje,dexeltje,https://data.goldenagents.org/boedellexicon/voorwerp/deksel
deksel,voorwerp,dekseltjes,decxeltjens,https://data.goldenagents.org/boedellexicon/voorwerp/deksel
Delft,eigennaam,Delft,Delff,https://data.goldenagents.org/boedellexicon/eigennaam/Delft
Delfts,eigenschap,Delfts,Delfs,https://data.goldenagents.org/boedellexicon/eigenschap/Delfts
Delfts,eigenschap,Delftse,Delffse,https://data.goldenagents.org/boedellexicon/eigenschap/Delfts
Democriet,eigennaam,Democriet,Democriedt,https://data.goldenagents.org/boedellexicon/eigennaam/Democriet
dertien,eenheid,dertien,,https://data.goldenagents.org/boedellexicon/eenheid/dertien
dertig,eenheid,dertig,,https://data.goldenagents.org/boedellexicon/eenheid/dertig
deur,voorwerp,deur,,https://data.goldenagents.org/boedellexicon/voorwerp/deur
deur,voorwerp,deuren,,https://data.goldenagents.org/boedellexicon/voorwerp/deur
deur,voorwerp,deurtje,,https://data.goldenagents.org/boedellexicon/voorwerp/deur
deur,voorwerp,deurtjes,,https://data.goldenagents.org/boedellexicon/voorwerp/deur
deurslag,voorwerp,deurslag,deurslach,https://data.goldenagents.org/boedellexicon/voorwerp/deurslag
deurslag,voorwerp,deurslag,deurslagh,https://data.goldenagents.org/boedellexicon/voorwerp/deurslag
deurwaarder,beroep,deurwaarder,deurwaerder,https:/www.vondel.humanities.uva.nl/ecartico/occupations/50
diamant,stofnaam,diamant,diamant,https://data.goldenagents.org/boedellexicon/stofnaam/diamant
diamant,stofnaam,diamanten,diamante,https://data.goldenagents.org/boedellexicon/stofnaam/diamant
diamant,voorwerp,diamant,diamant,https://data.goldenagents.org/boedellexicon/voorwerp/diamant
