ondergess	17857		17857	0.000239099	ngram	1	0.000247066
selfs	17845		17845	0.000238938	ngram	1	0.0002469
Pietersz	17698		17698	0.00023697	ngram	1	0.000244866
verklaart	17622		17622	0.000235952	ngram	1	0.000243814
Sr	17613		17613	0.000235832	ngram	1	0.00024369
wegens	17589		17589	0.00023551	ngram	1	0.000243358
Januarij	17556		17556	0.000235069	ngram	1	0.000242901
quitantie	17506		17506	0.000234399	ngram	1	0.000242209
wijlen	17366		17366	0.000232524	ngram	1	0.000240272
13	17361		17361	0.000232458	ngram	1	0.000240203
derselver	17326		17326	0.000231989	ngram	1	0.000239719
verbant	17301		17301	0.000231654	ngram	1	0.000239373
machtich	17243		17243	0.000230878	ngram	1	0.00023857
Dat	17188		17188	0.000230141	ngram	1	0.000237809
gulden	17081		17081	0.000228708	ngram	1	0.000236329
vrij	17057		17057	0.000228387	ngram	1	0.000235997
vijff	17018		17018	0.000227865	ngram	1	0.000235457
getuygen	16961		16961	0.000227102	ngram	1	0.000234669
daervan	16753		16753	0.000224317	ngram	1	0.000231791
nevens	16737		16737	0.000224102	ngram	1	0.00023157
respective	16529		16529	0.000221317	ngram	1	0.000228692
zo	16509		16509	0.00022105	ngram	1	0.000228415
tusschen	16503		16503	0.000220969	ngram	1	0.000228332
Claes	16494		16494	0.000220849	ngram	1	0.000228207
Schaeff	16461		16461	0.000220407	ngram	1	0.000227751
Voor	16453		16453	0.0002203	ngram	1	0.00022764
mocht	16400		16400	0.00021959	ngram	1	0.000226907
eenen	16369		16369	0.000219175	ngram	1	0.000226478
S	16358		16358	0.000219028	ngram	1	0.000226326
hadde	16324		16324	0.000218572	ngram	1	0.000225855
wat	16315		16315	0.000218452	ngram	1	0.000225731
actien	16269		16269	0.000217836	ngram	1	0.000225094
capitaal	16234		16234	0.000217367	ngram	1	0.00022461
gevende	16210		16210	0.000217046	ngram	1	0.000224278
doch	16181		16181	0.000216658	ngram	1	0.000223877
zoo	16146		16146	0.000216189	ngram	1	0.000223393
voors	16143		16143	0.000216149	ngram	1	0.000223351
Capitael	16104		16104	0.000215627	ngram	1	0.000222811
Jufvrouw	16080		16080	0.000215305	ngram	1	0.000222479
tselve	16031		16031	0.000214649	ngram	1	0.000221801
Rechten	15987		15987	0.00021406	ngram	1	0.000221193
sekere	15973		15973	0.000213873	ngram	1	0.000220999
gelijck	15973		15973	0.000213873	ngram	1	0.000220999
dog	15935		15935	0.000213364	ngram	1	0.000220473
seventien	15874		15874	0.000212547	ngram	1	0.000219629
staet	15808		15808	0.000211663	ngram	1	0.000218716
getekent	15802		15802	0.000211583	ngram	1	0.000218633
Maij	15777		15777	0.000211248	ngram	1	0.000218287
eijgendom	15774		15774	0.000211208	ngram	1	0.000218246
April	15732		15732	0.000210646	ngram	1	0.000217665
stellende	15718		15718	0.000210458	ngram	1	0.000217471
30	15604		15604	0.000208932	ngram	1	0.000215894
Erfgenamen	15557		15557	0.000208303	ngram	1	0.000215243
zijde	15546		15546	0.000208155	ngram	1	0.000215091
voldoen	15516		15516	0.000207754	ngram	1	0.000214676
tijde	15513		15513	0.000207713	ngram	1	0.000214635
buijten	15480		15480	0.000207272	ngram	1	0.000214178
volgende	15477		15477	0.000207231	ngram	1	0.000214136
ik	15327		15327	0.000205223	ngram	1	0.000212061
saecke	15285		15285	0.000204661	ngram	1	0.00021148
ge	15285		15285	0.000204661	ngram	1	0.00021148
volcomen	15276		15276	0.00020454	ngram	1	0.000211355
samen	15267		15267	0.00020442	ngram	1	0.000211231
betalinge	15240		15240	0.000204058	ngram	1	0.000210857
verso	15223		15223	0.00020383	ngram	1	0.000210622
xviC	15191		15191	0.000203402	ngram	1	0.000210179
